The following are examples of j_flowtime.d.
  0 311481/2     4790260422676            7             <- java/util/HashSet.<init>
  0 311481/2     4790260422683            7           <- java/util/LinkedHashSet.<init>
  0 311481/2     4790260422692            9         <- java/io/DeleteOnExitHook.<clinit>
  0 311481/2     4790260422703           10         -> java/io/DeleteOnExitHook.hook
  0 311481/2     4790260422713           10           -> java/io/DeleteOnExitHook.<init>
  0 311481/2     4790260422723            9             -> java/lang/Object.<init>
  0 311481/2     4790260422730            7             <- java/lang/Object.<init>
  0 311481/2     4790260422738            7           <- java/io/DeleteOnExitHook.<init>
  0 311481/2     4790260422746            7         <- java/io/DeleteOnExitHook.hook
  0 311481/2     4790260422756           10         -> java/io/DeleteOnExitHook.run
  0 311481/2     4790260422768           12           -> java/util/ArrayList.<init>
  0 311481/2     4790260422775            7             -> java/util/AbstractList.<init>
  0 311481/2     4790260422783            7               -> java/util/AbstractCollection.<init>
  0 311481/2     4790260422790            7                 -> java/lang/Object.<init>
  0 311481/2     4790260422797            7                 <- java/lang/Object.<init>
  0 311481/2     4790260422805            7               <- java/util/AbstractCollection.<init>
  0 311481/2     4790260422813            7             <- java/util/AbstractList.<init>
  0 311481/2     4790260422824           11             -> java/util/AbstractCollection.toArray
  0 311481/2     4790260422835           10               -> java/util/HashSet.size
  0 311481/2     4790260422844            9               <- java/util/HashSet.size
  0 311481/2     4790260422855           10               -> java/util/HashSet.iterator
  0 311481/2     4790260422865            9                 -> java/util/HashMap.keySet
  0 311481/2     4790260422956           91                   -> java/util/HashMap$KeySet.<init>
  0 311481/2     4790260422967           10                     -> java/util/HashMap$KeySet.<init>
  0 311481/2     4790260422978           10                       -> java/util/AbstractSet.<init>
  0 311481/2     4790260422985            7                         -> java/util/AbstractCollection.<init>
  0 311481/2     4790260422993            7                           -> java/lang/Object.<init>
  0 311481/2     4790260423000            7                           <- java/lang/Object.<init>
  0 311481/2     4790260423008            7                         <- java/util/AbstractCollection.<init>
  0 311481/2     4790260423015            7                       <- java/util/AbstractSet.<init>
  0 311481/2     4790260423023            7                     <- java/util/HashMap$KeySet.<init>
  0 311481/2     4790260423031            7                   <- java/util/HashMap$KeySet.<init>
  0 311481/2     4790260423038            7                 <- java/util/HashMap.keySet
  0 311481/2     4790260423049           10                 -> java/util/HashMap$KeySet.iterator
  0 311481/2     4790260423060           11                   -> java/util/LinkedHashMap.newKeyIterator
  0 311481/2     4790260423243          182                     -> java/util/LinkedHashMap$KeyIterator.<init>
  0 311481/2     4790260423254           11                       -> java/util/LinkedHashMap$KeyIterator.<init>
  0 311481/2     4790260423266           11                         -> java/util/LinkedHashMap$LinkedHashIterator.<init>
  0 311481/2     4790260423276            9                           -> java/util/LinkedHashMap$LinkedHashIterator.<init>
  0 311481/2     4790260423286           10                             -> java/lang/Object.<init>
  0 311481/2     4790260423294            7                             <- java/lang/Object.<init>
  0 311481/2     4790260423311           16                           <- java/util/LinkedHashMap$LinkedHashIterator.<init>
  0 311481/2     4790260423319            8                         <- java/util/LinkedHashMap$LinkedHashIterator.<init>
  0 311481/2     4790260423327            7                       <- java/util/LinkedHashMap$KeyIterator.<init>
  0 311481/2     4790260423334            7                     <- java/util/LinkedHashMap$KeyIterator.<init>
  0 311481/2     4790260423342            7                   <- java/util/LinkedHashMap.newKeyIterator
  0 311481/2     4790260423350            7                 <- java/util/HashMap$KeySet.iterator
  0 311481/2     4790260423357            7               <- java/util/HashSet.iterator
  0 311481/2     4790260423369           11               -> java/util/LinkedHashMap$LinkedHashIterator.hasNext
  0 311481/2     4790260423377            8               <- java/util/LinkedHashMap$LinkedHashIterator.hasNext
  0 311481/2     4790260423385            8             <- java/util/AbstractCollection.toArray
  0 311481/2     4790260423393            8             -> java/lang/Object.getClass
  0 311481/2     4790260423402            8             <- java/lang/Object.getClass
  0 311481/2     4790260423410            8           <- java/util/ArrayList.<init>
  0 311481/2     4790260423422           11           -> java/util/Collections.reverse
  0 311481/2     4790260423435           13           <- java/util/Collections.reverse
  0 311481/2     4790260423445           10           -> java/util/AbstractList.iterator
  0 311481/2     4790260423453            8             -> java/util/AbstractList$Itr.<init>
  0 311481/2     4790260423460            7               -> java/util/AbstractList$Itr.<init>
  0 311481/2     4790260423468            7                 -> java/lang/Object.<init>
  0 311481/2     4790260423475            7                 <- java/lang/Object.<init>
  0 311481/2     4790260423483            7               <- java/util/AbstractList$Itr.<init>
  0 311481/2     4790260423490            7             <- java/util/AbstractList$Itr.<init>
  0 311481/2     4790260423498            7           <- java/util/AbstractList.iterator
  0 311481/2     4790260423508           10           -> java/util/AbstractList$Itr.hasNext
  0 311481/2     4790260423516            7           <- java/util/AbstractList$Itr.hasNext
  0 311481/2     4790260423524            8         <- java/io/DeleteOnExitHook.run
  0 311481/2     4790260423532            7       <- java/io/File$1.run
  0 311481/2     4790260423539            7       -> java/util/AbstractList$Itr.hasNext
  0 311481/2     4790260423547            7       <- java/util/AbstractList$Itr.hasNext
  0 311481/2     4790260423554            7     <- java/lang/Shutdown.runHooks
  0 311481/2     4790260423564            9   <- java/lang/Shutdown.sequence
  0 311481/2     4790260423572            7 <- java/lang/Shutdown.shutdown

I truncated 22800 lines from the above output to make it fit here.

The fifth column is indented by 2 spaces to show when a new method begins.
This shows which method is calling which.

The TIME(us) column shows time since boot.

The DELTA(us) column shows time from that line to the previous line, and
so can be a bit tricky to read.

The FILE column shows file that was being executed.

If the output looks shuffled, check the CPU "C" and "TIME" columns, and
post sort based on TIME if necessary.

Try skimming down the "DELTA(us)" column to find the largest delta time,
and see what lines it corresponds with.

See Notes/ALLflow_notes.txt for important notes about reading flow outputs.

If you see "drops" warnings, see the Notes/ALLjava_notes.txt file for details.

